Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Renda
2014,8,Nou Barris,49,Canyelles,11895.0
2014,8,Nou Barris,53,la Trinitat Nova,6766.500000000001
2014,8,Nou Barris,52,la Prosperitat,10471.5
2014,8,Nou Barris,51,Verdun,9906.0
2014,8,Nou Barris,50,les Roquetes,9906.0
2014,8,Nou Barris,48,la Guineueta,10920.000000000002
2014,7,Horta-Guinardó,40,Montbau,13650.0
2014,8,Nou Barris,46,el Turó de la Peira,9867.0
2014,8,Nou Barris,45,Porta,11368.5
2014,8,Nou Barris,44,Vilapicina i la Torre Llobeta,12480.0
2014,7,Horta-Guinardó,43,Horta,16029.000000000002
2014,7,Horta-Guinardó,42,la Clota,17569.5
2014,7,Horta-Guinardó,41,la Vall d'Hebron,16945.500000000004
2014,8,Nou Barris,55,Ciutat Meridiana,7644.0
2014,8,Nou Barris,47,Can Peguera,9945.0
2014,8,Nou Barris,56,Vallbona,7780.499999999999
2014,9,Sant Andreu,58,Baró de Viver,11797.5
2014,7,Horta-Guinardó,39,Sant Genís dels Agudells,15600.0
2014,10,Sant Martí,73,la Verneda i la Pau,11154.000000000002
2014,10,Sant Martí,72,Sant Martí de Provençals,13181.999999999998
2014,10,Sant Martí,71,Provençals del Poblenou,17881.5
2014,10,Sant Martí,70,el Besòs i el Maresme,11485.5
2014,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,32916.0
2014,10,Sant Martí,68,el Poblenou,18603.0
2014,9,Sant Andreu,57,la Trinitat Vella,8950.5
2014,10,Sant Martí,67,la Vila Olímpica del Poblenou,29406.0
2014,10,Sant Martí,65,el Clot,15795.000000000002
2014,10,Sant Martí,64,el Camp de l'Arpa del Clot,15775.500000000002
2014,9,Sant Andreu,63,Navas,16243.5
2014,9,Sant Andreu,62,el Congrés i els Indians,14176.5
2014,9,Sant Andreu,61,la Sagrera,14605.500000000002
2014,9,Sant Andreu,60,Sant Andreu,14936.999999999998
2014,9,Sant Andreu,59,el Bon Pastor,11622.0
2014,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,17276.999999999996
2014,7,Horta-Guinardó,38,la Teixonera,13571.999999999998
2014,7,Horta-Guinardó,37,el Carmel,11037.000000000002
2014,7,Horta-Guinardó,36,la Font d'en Fargues,19890.0
2014,3,Sants-Montjuïc,16,la Bordeta,14820.0
2014,3,Sants-Montjuïc,15,Hostafrancs,14976.0
2014,3,Sants-Montjuïc,14,la Font de la Guatlla,15131.999999999998
2014,3,Sants-Montjuïc,13,la Marina de Port,14040.0
2014,3,Sants-Montjuïc,12,la Marina del Prat Vermell,7682.999999999999
2014,3,Sants-Montjuïc,11,el Poble Sec,12928.499999999998
2014,2,Eixample,10,Sant Antoni,19071.0
2014,2,Eixample,9,la Nova Esquerra de l'Eixample,21274.5
2014,2,Eixample,8,l'Antiga Esquerra de l'Eixample,24921.0
2014,2,Eixample,7,la Dreta de l'Eixample,32233.5
2014,2,Eixample,6,la Sagrada Família,18018.0
2014,2,Eixample,5,el Fort Pienc,20377.5
2014,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18037.5
2014,1,Ciutat Vella,3,la Barceloneta,16477.5
2014,1,Ciutat Vella,2,el Barri Gòtic,19207.5
2014,3,Sants-Montjuïc,17,Sants - Badal,15521.999999999998
2014,3,Sants-Montjuïc,18,Sants,16731.0
2014,1,Ciutat Vella,1,el Raval,12850.5
2014,4,Les Corts,20,la Maternitat i Sant Ramon,21956.999999999996
2014,4,Les Corts,19,les Corts,24453.0
2014,7,Horta-Guinardó,35,el Guinardó,15989.999999999998
2014,7,Horta-Guinardó,34,Can Baró,15093.0
2014,7,Horta-Guinardó,33,el Baix Guinardó,16887.0
2014,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,20221.5
2014,6,Gràcia,30,la Salut,20923.5
2014,6,Gràcia,29,el Coll,15911.999999999998
2014,6,Gràcia,31,la Vila de Gràcia,23029.5
2014,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,27339.0
2014,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,37459.5
2014,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,37401.0
2014,5,Sarrià-Sant Gervasi,24,les Tres Torres,42471.0
2014,5,Sarrià-Sant Gervasi,23,Sarrià,38064.0
2014,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",31746.000000000004
2014,4,Les Corts,21,Pedralbes,49081.5
2014,6,Gràcia,28,Vallcarca i els Penitents,19812.0
2015,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,28623.0
2015,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",30795.1
2015,5,Sarrià-Sant Gervasi,23,Sarrià,40417.299999999996
2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,43462.3
2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,38346.7
2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,41635.3
2015,6,Gràcia,28,Vallcarca i els Penitents,22573.600000000002
2015,7,Horta-Guinardó,36,la Font d'en Fargues,19325.600000000002
2015,6,Gràcia,30,la Salut,23223.200000000004
2015,6,Gràcia,31,la Vila de Gràcia,21578.899999999998
2015,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,20909.0
2015,7,Horta-Guinardó,33,el Baix Guinardó,18351.2
2015,7,Horta-Guinardó,34,Can Baró,17884.3
2015,7,Horta-Guinardó,35,el Guinardó,16788.100000000002
2015,4,Les Corts,21,Pedralbes,50851.5
2015,6,Gràcia,29,el Coll,18067.0
2015,4,Les Corts,20,la Maternitat i Sant Ramon,22309.7
2015,3,Sants-Montjuïc,12,la Marina del Prat Vermell,7490.7
2015,3,Sants-Montjuïc,18,Sants,17904.6
2015,7,Horta-Guinardó,37,el Carmel,11550.699999999999
2015,1,Ciutat Vella,3,la Barceloneta,15549.799999999997
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19569.2
2015,2,Eixample,5,el Fort Pienc,21274.4
2015,2,Eixample,6,la Sagrada Família,19447.399999999998
2015,2,Eixample,7,la Dreta de l'Eixample,33657.4
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,26166.700000000004
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,21071.4
2015,2,Eixample,10,Sant Antoni,20015.8
2015,3,Sants-Montjuïc,11,el Poble Sec,15082.9
2015,3,Sants-Montjuïc,13,la Marina de Port,14291.2
2015,3,Sants-Montjuïc,14,la Font de la Guatlla,16889.600000000002
2015,3,Sants-Montjuïc,15,Hostafrancs,16686.600000000002
2015,3,Sants-Montjuïc,16,la Bordeta,15082.9
2015,3,Sants-Montjuïc,17,Sants - Badal,15631.0
2015,4,Les Corts,19,les Corts,25273.500000000004
2015,7,Horta-Guinardó,38,la Teixonera,15123.5
2015,8,Nou Barris,55,Ciutat Meridiana,7003.499999999999
2015,7,Horta-Guinardó,39,Sant Genís dels Agudells,18980.5
2015,9,Sant Andreu,59,el Bon Pastor,11774.0
2015,9,Sant Andreu,60,Sant Andreu,15346.799999999997
2015,9,Sant Andreu,61,la Sagrera,15590.4
2015,9,Sant Andreu,62,el Congrés i els Indians,14230.3
2015,9,Sant Andreu,63,Navas,17417.4
2015,10,Sant Martí,64,el Camp de l'Arpa del Clot,15976.1
2015,10,Sant Martí,65,el Clot,17194.1
2015,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,19650.399999999998
2015,10,Sant Martí,67,la Vila Olímpica del Poblenou,30490.599999999995
2015,10,Sant Martí,68,el Poblenou,19406.8
2015,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,32987.5
2015,10,Sant Martí,70,el Besòs i el Maresme,11043.2
2015,10,Sant Martí,71,Provençals del Poblenou,20868.4
2015,10,Sant Martí,72,Sant Martí de Provençals,13864.9
2015,10,Sant Martí,73,la Verneda i la Pau,11672.5
2015,9,Sant Andreu,58,Baró de Viver,12220.6
2015,9,Sant Andreu,57,la Trinitat Vella,8749.3
2015,1,Ciutat Vella,2,el Barri Gòtic,22025.5
2015,7,Horta-Guinardó,40,Montbau,14676.9
2015,7,Horta-Guinardó,41,la Vall d'Hebron,18797.8
2015,7,Horta-Guinardó,42,la Clota,18127.9
2015,7,Horta-Guinardó,43,Horta,16422.7
2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,13195.0
2015,8,Nou Barris,45,Porta,12464.199999999999
2015,8,Nou Barris,46,el Turó de la Peira,9906.4
2015,8,Nou Barris,47,Can Peguera,10373.300000000001
2015,8,Nou Barris,48,la Guineueta,11347.699999999999
2015,8,Nou Barris,49,Canyelles,11286.800000000001
2015,8,Nou Barris,50,les Roquetes,9703.4
2015,8,Nou Barris,51,Verdun,11246.199999999999
2015,8,Nou Barris,52,la Prosperitat,10962.0
2015,8,Nou Barris,53,la Trinitat Nova,7226.800000000001
2015,8,Nou Barris,54,Torre Baró,9561.300000000001
2015,8,Nou Barris,56,Vallbona,7673.399999999999
2015,1,Ciutat Vella,1,el Raval,15387.4
2016,7,Horta-Guinardó,36,la Font d'en Fargues,19813.2
2016,10,Sant Martí,72,Sant Martí de Provençals,14358.300000000001
2016,4,Les Corts,20,la Maternitat i Sant Ramon,23888.7
2016,4,Les Corts,21,Pedralbes,50661.6
2016,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",27337.2
2016,5,Sarrià-Sant Gervasi,23,Sarrià,38999.399999999994
2016,5,Sarrià-Sant Gervasi,24,les Tres Torres,44099.0
2016,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,39187.5
2016,4,Les Corts,19,les Corts,25059.100000000002
2016,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,41444.700000000004
2016,6,Gràcia,28,Vallcarca i els Penitents,23596.1
2016,6,Gràcia,29,el Coll,17639.600000000002
2016,6,Gràcia,30,la Salut,24327.600000000002
2016,6,Gràcia,31,la Vila de Gràcia,21213.499999999996
2016,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,22592.899999999998
2016,7,Horta-Guinardó,33,el Baix Guinardó,19228.0
2016,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,29385.399999999998
2016,3,Sants-Montjuïc,17,Sants - Badal,15570.5
2016,3,Sants-Montjuïc,16,la Bordeta,15382.4
2016,3,Sants-Montjuïc,15,Hostafrancs,17681.399999999998
2016,10,Sant Martí,73,la Verneda i la Pau,12289.199999999999
2016,1,Ciutat Vella,1,el Raval,15591.4
2016,1,Ciutat Vella,2,el Barri Gòtic,23094.5
2016,1,Ciutat Vella,3,la Barceloneta,17723.2
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",20440.2
2016,2,Eixample,5,el Fort Pienc,21945.0
2016,2,Eixample,6,la Sagrada Família,20043.100000000002
2016,2,Eixample,7,la Dreta de l'Eixample,35530.0
2016,2,Eixample,8,l'Antiga Esquerra de l'Eixample,29092.8
2016,2,Eixample,9,la Nova Esquerra de l'Eixample,22007.699999999997
2016,2,Eixample,10,Sant Antoni,21736.0
2016,3,Sants-Montjuïc,11,el Poble Sec,15904.899999999998
2016,3,Sants-Montjuïc,12,la Marina del Prat Vermell,10387.300000000001
2016,3,Sants-Montjuïc,13,la Marina de Port,14274.699999999999
2016,3,Sants-Montjuïc,14,la Font de la Guatlla,17744.100000000002
2016,7,Horta-Guinardó,34,Can Baró,20064.0
2016,7,Horta-Guinardó,35,el Guinardó,16740.899999999998
2016,3,Sants-Montjuïc,18,Sants,19290.699999999997
2016,7,Horta-Guinardó,38,la Teixonera,15842.2
2016,9,Sant Andreu,57,la Trinitat Vella,10220.1
2016,9,Sant Andreu,58,Baró de Viver,15173.4
2016,9,Sant Andreu,59,el Bon Pastor,12958.0
2016,9,Sant Andreu,60,Sant Andreu,16093.0
2016,9,Sant Andreu,61,la Sagrera,16281.1
2016,9,Sant Andreu,63,Navas,17618.7
2016,10,Sant Martí,64,el Camp de l'Arpa del Clot,17284.300000000003
2016,10,Sant Martí,65,el Clot,17493.300000000003
2016,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,19248.899999999998
2016,10,Sant Martí,67,la Vila Olímpica del Poblenou,33858.0
2016,10,Sant Martí,68,el Poblenou,20607.4
2016,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,31893.4
2016,10,Sant Martí,70,el Besòs i el Maresme,11432.300000000001
2016,7,Horta-Guinardó,37,el Carmel,11390.5
2016,10,Sant Martí,71,Provençals del Poblenou,20628.3
2016,8,Nou Barris,56,Vallbona,10847.1
2016,8,Nou Barris,55,Ciutat Meridiana,7168.7
2016,9,Sant Andreu,62,el Congrés i els Indians,14985.300000000001
2016,7,Horta-Guinardó,40,Montbau,17179.800000000003
2016,7,Horta-Guinardó,39,Sant Genís dels Agudells,18036.7
2016,8,Nou Barris,54,Torre Baró,9425.9
2016,7,Horta-Guinardó,41,la Vall d'Hebron,18287.5
2016,7,Horta-Guinardó,42,la Clota,19102.600000000002
2016,7,Horta-Guinardó,43,Horta,16845.399999999998
2016,8,Nou Barris,45,Porta,13062.5
2016,8,Nou Barris,46,el Turó de la Peira,10805.300000000001
2016,8,Nou Barris,44,Vilapicina i la Torre Llobeta,13313.300000000001
2016,8,Nou Barris,48,la Guineueta,11369.6
2016,8,Nou Barris,49,Canyelles,11369.6
2016,8,Nou Barris,50,les Roquetes,11912.999999999998
2016,8,Nou Barris,51,Verdun,11244.199999999999
2016,8,Nou Barris,52,la Prosperitat,11515.900000000001
2016,8,Nou Barris,53,la Trinitat Nova,8485.400000000001
2016,8,Nou Barris,47,Can Peguera,10763.5
2017,8,Nou Barris,52,la Prosperitat,11816.000000000002
2017,8,Nou Barris,47,Can Peguera,10866.5
2017,8,Nou Barris,51,Verdun,10824.300000000001
2017,8,Nou Barris,50,les Roquetes,10486.7
2017,8,Nou Barris,49,Canyelles,11014.2
2017,8,Nou Barris,48,la Guineueta,11351.8
2017,8,Nou Barris,46,el Turó de la Peira,10950.9
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,17745.1
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,13461.800000000001
2017,7,Horta-Guinardó,43,Horta,16837.8
2017,7,Horta-Guinardó,42,la Clota,19728.5
2017,7,Horta-Guinardó,41,la Vall d'Hebron,20213.8
2017,7,Horta-Guinardó,40,Montbau,16837.8
2017,8,Nou Barris,53,la Trinitat Nova,10170.2
2017,8,Nou Barris,45,Porta,13588.4
2017,8,Nou Barris,54,Torre Baró,9811.5
2017,10,Sant Martí,71,Provençals del Poblenou,21585.3
2017,8,Nou Barris,56,Vallbona,8629.9
2017,7,Horta-Guinardó,38,la Teixonera,15550.699999999999
2017,10,Sant Martí,70,el Besòs i el Maresme,12744.4
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,31671.1
2017,10,Sant Martí,68,el Poblenou,21078.9
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,34646.2
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,21184.4
2017,10,Sant Martí,65,el Clot,17639.6
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,17238.7
2017,9,Sant Andreu,63,Navas,17217.6
2017,9,Sant Andreu,62,el Congrés i els Indians,15846.099999999999
2017,9,Sant Andreu,61,la Sagrera,16268.099999999999
2017,9,Sant Andreu,60,Sant Andreu,16394.7
2017,9,Sant Andreu,59,el Bon Pastor,13736.099999999999
2017,9,Sant Andreu,58,Baró de Viver,14537.900000000001
2017,9,Sant Andreu,57,la Trinitat Vella,9938.1
2017,8,Nou Barris,55,Ciutat Meridiana,8144.6
2017,7,Horta-Guinardó,37,el Carmel,11436.2
2017,1,Ciutat Vella,1,el Raval,15023.2
2017,7,Horta-Guinardó,35,el Guinardó,16690.1
2017,3,Sants-Montjuïc,15,Hostafrancs,20889.0
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,17491.9
2017,3,Sants-Montjuïc,13,la Marina de Port,14622.3
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,8440.0
2017,3,Sants-Montjuïc,11,el Poble Sec,17344.2
2017,2,Eixample,10,Sant Antoni,21986.2
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,23252.2
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,28949.199999999997
2017,2,Eixample,7,la Dreta de l'Eixample,37114.9
2017,2,Eixample,6,la Sagrada Família,21479.8
2017,2,Eixample,5,el Fort Pienc,22471.5
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",20973.4
2017,1,Ciutat Vella,3,la Barceloneta,16795.6
2017,1,Ciutat Vella,2,el Barri Gòtic,22387.1
2017,10,Sant Martí,72,Sant Martí de Provençals,14221.400000000001
2017,3,Sants-Montjuïc,16,la Bordeta,16669.0
2017,7,Horta-Guinardó,36,la Font d'en Fargues,19517.5
2017,3,Sants-Montjuïc,17,Sants - Badal,17091.0
2017,4,Les Corts,19,les Corts,25320.0
2017,7,Horta-Guinardó,34,Can Baró,17576.3
2017,7,Horta-Guinardó,33,el Baix Guinardó,19412.0
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,22302.699999999997
2017,6,Gràcia,31,la Vila de Gràcia,22028.4
2017,6,Gràcia,30,la Salut,23188.899999999998
2017,6,Gràcia,29,el Coll,18357.0
2017,6,Gràcia,28,Vallcarca i els Penitents,23737.5
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,30510.6
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,40533.1
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,38950.6
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,45533.799999999996
2017,5,Sarrià-Sant Gervasi,23,Sarrià,40849.6
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",30405.099999999995
2017,4,Les Corts,21,Pedralbes,52496.8
2017,4,Les Corts,20,la Maternitat i Sant Ramon,24096.200000000004
2017,3,Sants-Montjuïc,18,Sants,20889.0
2017,10,Sant Martí,73,la Verneda i la Pau,12026.999999999998
